relation	word1	pos1	word2	pos2
random	辛	Na	筆芯	Na
random	遠路	Na	排放到	VCL
random	挫	VC	公牛	Na
random	田地	Na	珊瑚	Na
random	魯	Nc	米尺	Na
random	紫	Na	國小	Na
random	拉	VC	痛心	VK
random	人民公社	Nb	有線	A
random	狗熊	Na	牛	Na
random	讀物	Na	縮短	VH
random	直流	Na	數學	Na
random	技	Na	肇致	VL
random	書籍	Na	梅花樹	Na
random	畫糖	Na	寸	Na
random	山腳	Nc	信封	Na
random	夾心糖	Na	看見	VE
random	沙國	Nc	浮游	Nv
random	砂鍋	Na	牟利	VA
random	了解到	VK	塑膠管	Na
random	臺灣	Nc	無	VJ
random	基	Na	動詞	Na
random	漏出	VC	新生	Na
random	調羹	Na	牛肉	Na
random	基	Na	中間	Ncd
random	統治者	Na	思念	VJ
random	獨立	VH	個	Na
random	人員	Na	桃	Na
random	分鐘	Na	獅頭鵝	Na
random	金針	Na	傳道	VB
random	蔣公	Nb	宿舍	Nc
random	河岸	Na	糕	Na
random	低溫	VH	水流量	Na
random	菊花	Na	原因	Na
random	生氣	VH	墮胎	VB
random	打下	VC	路牙	Na
random	月底	Nd	火雞	Na
random	差不多	D	眼鏡蛇	Na
random	譯	VC	沮喪	VH
random	加熱	VA	打氣	VB
random	憂悶	VH	太陽	Na
random	同理心	Na	上升	VA
random	遺忘	VK	兔子	Na
random	若是	Cbb	傳媒	Na
random	去年	Nd	犯愁	VH
random	心靈	Na	住宅	Na
random	台北	Nc	船槳	Na
random	聘用	VC	家禽	Na
random	掛麵	Na	人行道	Na
random	那	Ncd	油船	Na
random	幼時	Nd	冰糖	Na
random	鰭	Na	肉牛	Na
random	鋒面雨	Na	兔子	Na
random	鹹	VH	佛塔	Na
random	不由自主	D	脊柱	Na
random	野雞	Na	茂	Nb
random	悵然	VH	河南	Nc
random	歡愉	VH	翅	Na
random	數學	Na	乘坐	VC
random	紀念堂	Nc	館	Nc
random	末	Na	弩箭	Na
random	館	Nc	言語	Na
random	華人	Na	考慮到	VE
random	加入	VC	鑒於	Cbb
random	鋼絲床	Na	促成	VK
random	玻璃碗	Na	頭頂	Nc
random	文建會	Nb	線頭	Na
random	脊柱	Na	瀕臨	VJ
random	木桶	Na	海水	Na
random	晨	Nd	階級	Na
random	時間	Na	悲愴	VH
random	膝蓋	Na	機車	Na
random	統治者	Na	六	Neu
random	有鑑於此	Dk	便服	Na
random	痛心	VK	白糖	Na
random	活生生	A	熱門	VH
random	國產	A	國寶	Na
random	沒有	VJ	大多數	Neqa
random	雪	Na	病毒	Na
random	繩	Na	移動	VAC
random	山脈	Na	平底鍋	Na
random	叫作	VG	扇	Na
random	栽	VC	奶瓶	Na
random	落寞	VH	黑魚	Na
random	刀鋒	Na	禪	Nb
random	工兵鏟	Na	銳	VH
random	生活品	Na	升級	VH
random	科	Nf	臺北縣	Nc
random	有點兒	Dfa	鍵入	VC
random	共同	D	一同	D
random	多多	VH	工	Na
random	哥哥	Na	年初	Nd
random	部分	Neqa	定型化	A
random	空間	Na	生薑	Na
random	柏林	Nc	財產	Na
random	針尖	Na	豪豬	Na
random	風	Na	因何	D
random	圈	VC	晨	Nd
random	照理說	Dk	野	Nc
random	工作	Na	但是	Cbb
random	進	VA	暖水壺	Na
random	蛋糕	Na	步	Nf
random	畫	Na	碗壁	Na
random	海魚	Na	後者	Nh
random	鱗片	Na	戰前	Nd
random	組成	Nf	張三	Nb
random	捨不得	VL	衝鋒槍	Na
random	污	VH	栽	VC
random	暫	VH	心臟	Na
random	柳	Nb	階級	Na
random	西	Ncd	水壩	Na
random	跟不上	VJ	有時候	D
random	落款	VA	提早	VL
random	則	D	大腿	Na
random	以后	Nd	期	Nf
random	集	VC	灣	Nb
random	措詞	VA	肺葉	Na
random	基督教	Nb	訊息	Na
random	放	VC	以往	Nd
random	引得	VL	公斤	Nf
random	闔家	Nh	草稿紙	Na
random	褲子	Na	水壺	Na
random	折服	VI	大幅	D
random	熱帶	Nc	石門	Nc
random	休	VC	冷漠	VH
random	太陽	Na	組	Nf
random	簽名	VA	可	Cbb
random	開花	VH	校	Nc
random	文化	Na	擅於	VL
random	牡羊座	Nb	非	Nc
random	能力	Na	火鍋	Na
random	女人	Na	藍	Na
random	畫冊	Na	駒	Na
random	比如	P	稻田	Na
random	水瓶座	Nb	字	Na
random	熱帶	Nc	湘	Nc
random	定型	A	就	D
random	不過	Da	憂悶	VH
random	野牛	Na	女孩	Na
random	伊拉克	Nc	吊床	Na
random	實體	Na	提	VC
random	酸楚	VH	劃分為	VG
random	招	VC	屋	Na
random	樹皮	Na	木釘	Na
random	詐騙	VD	坊間	Nc
random	船艙	Na	上海	Nc
random	布包	Na	鴿子	Na
random	群	Nf	刀把	Na
random	貓	Na	之間	Ng
random	院門	Na	禮品	Na
random	他倆	Nh	記錄片	Na
random	露	VC	野	Nc
random	換言之	Dk	年	Nf
random	歇	VA	客氣	VH
random	倒	D	熟	VH
random	區	Na	候	Na
random	招	VC	包子	Na
random	北大	Nb	緩	VH
random	不可以	D	夜	Nd
random	少許	Neqa	書脊	Na
random	暖水壺	Na	氣	VK
random	大象	Na	眼睛	Na
random	工具	Na	偏	D
random	蟳	Na	機井	Na
random	注	Na	課本	Na
random	比賽	Na	狼皮	Na
random	卷雲	Na	後者	Nh
random	然則	Cbb	電氣	Na
random	薪	Na	耳	Na
random	日用品	Na	女性	Na
random	不幸	VH	西德	Nc
random	員	Na	貳	Neu
random	最少	VH	趕得及	VL
random	貪戀	VJ	流域	Na
random	工兵鏟	Na	職業學生	Na
random	袋子	Na	威脅	VC
random	廣播	Na	天下	Na
random	畫糖	Na	繡花針	Na
random	日	Nf	劍鞘	Na
random	瓶子	Na	花蕾	Na
random	右鍵	Na	阿拉伯數字	Na
random	想	VC	資料庫	Na
random	致使	VL	禮品	Na
random	進來	VA	丹紅	Na
random	青	Na	人數	Na
random	蒙古馬	Na	專職	A
random	基本	D	延後	VC
random	長江	Nb	投	VC
random	熊掌	Na	通信	VA
random	台大	Nc	短劍	Na
random	看	VC	鋼釘	Na
random	才藝	Na	冉	D
random	袋子	Na	擅長	VL
random	公牛	Na	馴鹿	Na
random	文具	Na	躁鬱	VH
random	狗肉	Na	躺	VJ
random	非但	Cbb	窯	Na
random	鎖孔	Na	刊	Na
random	狗尾巴草	Na	政府	Na
random	遺留	VD	就是說	Dk
random	特	D	與會	VA
random	溫	VHC	安	Nv
random	巨浪	Na	左鍵	Na
random	燙	VHC	趴	VA
random	萬	Na	難忘	VK
random	扇	Na	皮鼓	Na
random	武器	Na	深	VH
random	點兒	Neqa	暖水壺	Na
random	蔥	Na	槍栓	Na
random	有線	A	木星	Na
random	拉麵	Na	上學	VA
random	上台	VA	念書	VA
random	地貌	Na	減輕	VA
random	耍	VC	雞血	Na
random	手術刀	Na	顯示	VK
random	原因	Na	集成	Na
random	筆桿	Na	初	Ng
random	金	Na	平胸	Na
random	攝	VC	落款	VA
random	惠	VC	若	Cbb
random	怎的	Na	鵝	Na
random	廚房	Nc	柳樹	Na
random	腹背	Na	怨	VK
random	陡峭	VH	氣	VK
random	種	VC	接觸	VC
random	比較	VC	畫家	Na
random	佛塔	Na	非洲	Nc
random	水流	Na	夜	Nd
random	男生	Na	雕	Na
random	私人	A	轉化為	VG
random	官員	Na	牽牛花	Na
random	黑白	A	變成	VG
random	許多	Neqa	結	Na
random	降低	VA	區域	Na
random	栽	VC	有一點點	Dfa
random	一家子	Nh	玻璃門	Na
random	彈簧鎖	Na	歌手	Na
random	要不	Cbb	升高	VA
random	享受	VJ	蟹	Na
random	但	Da	便服	Na
random	總括來說	Dk	祕	Na
random	師範	Nc	巨浪	Na
random	海藻	Na	激憤	VH
random	專職	A	牽腸掛肚	VH
random	男子	A	課本	Na
random	不消說	Dk	認賬	VA
random	性	Na	年中	Nd
random	女王	Na	合家	Nh
random	延期	VB	鐵絲網	Na
random	肺葉	Na	柏油路	Na
random	享受到	VJ	羊肉	Na
random	保	Nc	信箱	Na
random	南極	Nc	藥瓶	Na
random	照理	D	菌	Na
random	打	VC	雨滴	Na
random	再不然	Dk	梯	Na
random	水桶	Na	虛	VH
random	羊毛	Na	龍頭	Na
random	小孩	Na	鼓掌	VA
random	工作	Na	上臺	VA
random	盅	Nf	橋孔	Na
random	形狀	Na	毒箭	Na
random	身份	Na	嚴	VH
random	上	VCL	玻璃	Na
random	止	Ng	惠	VC
random	細菌	Na	鐵錨	Na
random	氣	VK	泉州	Nc
random	師院	Nc	樹葉	Na
random	北區	Nc	寸	Na
random	重	VH	諸多	Neqa
random	昨天	Nd	資	Na
random	泰	Nc	悔恨	VK
random	沉	VH	好兄弟	Na
random	更有甚者	Dk	指紋鎖	Na
random	骨骼	Na	紀錄	Na
random	凌	Na	清楚	VK
random	賀	VE	方	Na
random	共同	D	流域	Na
random	江蘇	Nc	獎品	Na
random	打招呼	VB	不見得	D
random	肉	Na	念書	VA
random	活動	Na	階級	Na
random	兔子	Na	引得	VL
random	浪	Na	追求	VC
random	鹽	Na	箭翎	Na
random	看	VC	圍起	VC
random	雪	Na	打氣	VB
random	需要	VK	下台	VA
random	人員	Na	銅鎖	Na
random	梁	Na	紅	Na
random	表	VE	記者	Na
random	冷場	VH	探	VC
random	瓶	Na	財產	Na
random	別	VC	新興	A
random	兄弟	Na	但是	Cbb
random	矮	VJ	狀態	Na
random	文明	Na	威脅	VC
random	水壩	Na	空中	Nc
random	禁不住	VL	集成	Na
random	哥哥	Na	心室	Na
random	無意	VL	震	Nb
random	禍	VHC	信紙	Na
random	師院	Nc	十二指腸	Na
random	結	VC	翅	Na
random	血管	Na	市民	Na
random	西南	Ncd	棟	Nf
random	提到	VK	剁	VC
random	傘柄	Na	好朋友	Na
random	就	D	圓	Na
random	銀	Na	簣	Na
random	些	Nf	史達林	Nb
random	絕大多數	Neqa	效	VC
random	熱門	VH	化石燃料	Na
random	病毒	Na	鍵入	VC
random	位	Na	昌	VH
random	抽	VC	人員	Na
random	以內	Ng	壓	Na
random	冠	Na	整	Neqa
random	粘	VC	顏色	Na
random	獵	Na	胡蔥	Na
random	上台	VA	秒	Nf
random	牡丹	Na	個	Na
random	汝等	Nh	洗衣	VA
random	賦	VD	桃	Na
random	硬	VH	梁	Nb
random	怎的	Na	開花	VH
random	唯有	D	木柵	Nc
random	不屑	VL	臉頰	Na
random	妹妹	Na	延平郡王	Nb
random	發出	VC	方塊	Na
random	日	Nc	大都	D
random	亡	VH	鳳	Na
random	盛	VC	提起	VE
random	大致	D	磨	Na
random	棒	VH	以前	Ng
random	何故	D	禮品	Na
random	娘	Na	縫衣針	Na
random	圓	Na	毛筆	Na
random	巨浪	Na	雜誌	Na
random	女兒	Na	米酒	Na
random	猿	Na	姓	Na
random	機構	Na	骨質	Na
random	屋子	Na	沙國	Nc
random	羊毛	Na	鎖孔	Na
random	波斯貓	Na	導盲犬	Na
random	特	D	B型血	Nb
random	金星	Na	聽到	VE
random	史	Na	神獸	Na
random	抽象	VH	皮包	Na
random	狹隘	VH	淨	VH
random	青少年	Na	哀怨	I
random	鯨	Na	麗	VH
random	談起	VE	凍原	Na
random	昨	Nd	地面	Na
random	小兩口兒	Nh	肺片	Na
random	賽	VC	駿馬	Na
random	素材	Na	差	VH
random	鴕鳥	Na	短劍	Na
random	糖果	Na	女兒	Na
random	輸	VD	影	VC
random	大刀	Na	尿壺	Na
random	重視	VJ	人家	Nh
random	優	VH	小山	Na
random	一起	D	矮	VH
random	公司	Na	京	Nc
random	足	Na	蝴蝶結	Na
random	榆樹	Na	鯉魚	Na
random	不行	VH	後者	Nh
random	涉嫌	VK	新光	Nc
random	下臺	VA	年代	Na
random	跳板	Na	不用說	Dk
random	須	Na	校長	Na
random	棒子	Na	十二指腸	Na
random	研究	Na	船錨	Na
random	炊具	Na	鴨梨	Na
random	奶牛	Na	垃圾	Na
random	公社	Na	喪	VJ
random	悲傷	VH	彈簧鎖	Na
random	昂	Nb	耍	VC
random	雞血	Na	認帳	VA
random	表示	VE	海獅	Na
random	蹄子	Na	剝	VC
random	水產品	Na	三	Neu
random	山東	Nc	狗肉	Na
random	大火	Na	劍柄	Na
random	注射器	Na	易言之	Dk
random	牧草地	Na	旅	VCL
random	高中生	Na	對蝦	Na
random	駿馬	Na	下屬	Na
random	山羊	Na	搬	VC
random	足弓	Na	氣體	Na
random	幼稚園	Nc	故	Na
random	步槍	Na	芝加哥	Nc
random	孩子	Na	登陸	VCL
random	眼鏡蛇	Na	水路	Na
random	我的媽呀	I	宅	Na
random	吃	VC	油井	Na
random	為什麼	D	門檻	Na
random	移動	VAC	樓	Na
random	陰	Na	高於	VJ
random	無線	A	施捨	VD
random	無線	A	弘	VH
random	誕生	VA	筆桿	Na
random	一般來說	Dk	木柵	Nc
random	火焰	Na	臺	Nc
random	效	VC	糖	Na
random	幼時	Nd	打氣	VB
random	指引	Na	銀針	Na
random	辛	Na	有鑑於此	Dk
random	燕子	Na	木門	Na
random	轉變為	VG	珊瑚	Na
random	大自然	Nc	肩胛骨	Na
random	種子	Na	甚	Nep
random	走向	Na	悲愴	VH
random	宅	Na	集成	Na
random	效	VC	大學生	Na
random	市民	Na	黑貓	Na
random	獅頭鵝	Na	吸毒	VA
random	玉壺	Na	崗	Na
random	忿怒	VH	氫離子	Na
random	只要	Da	探	VC
random	固體	Na	傾心	VI
random	封面	Na	木釘	Na
random	哪	Ncd	始	VH
random	亞運會	Nb	水桶	Na
random	財政部	Na	引橋	Na
random	挫	VC	如果說	Cbb
random	不	D	爺爺	Na
random	膽	Na	兄	Na
random	副熱帶	Na	悲鬱	VH
random	姑	Na	拿出來	VC
random	布包	Na	聽到	VE
random	以降	Ng	獅子座	Nb
random	悲傷	VH	柚	Na
random	回話	VB	松樹	Na
random	諸多	Neqa	緩和	VH
random	隨	VH	行星	Na
random	調味料	Na	文	Na
random	樹木	Na	秦王	Nb
random	出自	VJ	蝴蝶	Na
random	獨立	VH	醜	VH
random	鳳凰	Na	油船	Na
random	杯子	Na	圓心	Nc
random	享受到	VJ	尼泊爾	Nc
random	父	Na	腳趾	Na
random	情緒	Na	施捨	VD
random	單薄	VH	臺北市	Nc
random	退	VA	麋鹿	Na
random	感	Na	毛線	Na
random	某某	Nb	繩子	Na
random	針鼻	Na	畏	VK
random	未來	Nd	次	Nf
random	字	Na	依賴	VK
random	山脊	Na	配	VC
random	越	Nc	課本	Na
random	孩	Na	暴怒	VH
random	根	Na	烽	Na
random	派員	VF	瓷	Na
random	中式	A	皇	Na
random	橋孔	Na	信箱	Na
random	腿骨	Na	木門	Na
random	換言之	Dk	弱	VH
random	文具	Na	禍	VHC
random	嚴	VH	一點兒	Neqa
random	上昇	VA	研討會	Na
random	私人	A	醫生	Na
random	員	Na	成員	Na
random	巨浪	Na	非	Nc
random	野牛	Na	牙	Na
random	高聲	D	科學	Na
random	烽	Na	靜	VH
random	遼	Nd	金針	Na
random	求	VC	鍋子	Na
random	批	VC	不但	Cbb
random	生產力	Na	趴	VA
random	輪	Na	分鐘	Na
random	悉皆	D	腹背	Na
random	音	Na	正式	VH
random	林	Na	萬	Na
random	減低	VH	水墨畫	Na
random	重視	VJ	內政部	Na
random	接近	VH	建築	Na
random	公公	Na	鹹水湖	Na
random	木劍	Na	何以	D
random	肺葉	Na	花蕾	Na
random	鹹水湖	Na	不錯	VH
random	鋼琴	Na	廣州	Nc
random	經費	Na	包子	Na
random	掉	VC	鋁鍋	Na
random	硬	VH	措詞	VA
random	不但	Cbb	自然	Na
random	不可以	D	預防	VE
random	瓶子	Na	貝類	Na
random	旱路	Na	論語	Nb
random	對於	P	剁	VC
random	斬	VC	數字	Na
random	享受到	VJ	球皮	Na
random	雕	Na	大都	D
random	樂隊	Na	勝	VD
random	給	VD	盹	VA
random	妹妹	Na	針尖	Na
random	貸	VD	野牛	Na
random	追求	VC	趴	VA
random	自個兒	Nh	城市	Na
random	象	Na	集成	Na
random	豬	Na	櫻	Na
random	寵物	Na	四肢	Na
random	毛筆	Na	寒帶	Nc
random	危	VH	妻子	Na
random	錢財	Na	自然	Na
random	石橋	Na	教	VC
random	送客	VA	紅	Na
random	心酸	VH	章	Na
random	盹	VA	鯨魚	Na
random	鼓	Na	見	VE
random	加熱	VA	不用說	Dk
random	零	Neu	腸	VC
random	樹林	Na	藍鯨	Na
random	石	Na	躁鬱	VH
random	臺北市	Nc	狸貓	Na
random	酒	Na	生產力	Na
random	二	Neu	特徵	Na
random	屁股	Na	麋鹿	Na
random	開放式	A	客氣	VH
random	同志	Na	肺葉	Na
random	俄	Nd	翅膀	Na
random	急忙	D	答覆	Na
random	曝	VA	碟子	Na
random	震	Nb	一大早	Nd
random	鳥	Na	丸	Na
random	德	Nc	衝鋒槍	Na
random	用到	VC	而外	Ng
random	傳媒	Na	提起	VE
random	東西	Na	藥酒	Na
random	文建會	Nb	園	Na
random	通訊	Na	膽	Na
random	血	Na	冰	Na
random	佛	Nb	掃瞄器	Na
random	右	Ncd	帆船	Na
random	這樣一來	Dk	絕大部份	Neqa
random	棍子	Na	哀怨	I
random	兼職	A	啞	VH
random	失落	VH	指引	Na
random	偶	Nh	靜	VH
random	肺片	Na	冰糖	Na
random	總括來說	Dk	現在	Nd
random	防盜門	Na	筆芯	Na
random	大幅	D	禮	Na
random	氧離子	Na	箭翎	Na
random	不能	D	信紙	Na
random	降低	VA	好多	Neqa
random	悲情	VH	妳們	Nh
random	神獸	Na	燕	Nb
random	短劍	Na	歌手	Na
random	腿骨	Na	地面	Na
random	淺	VH	水管	Na
random	存在	VJ	搬	VC
random	左心房	Na	瀕臨	VJ
random	闊葉林	Na	年初	Nd
random	出於	VJ	麗	VH
random	四肢	Na	柏樹	Na
random	期	Nf	詬病	VB
random	鮮血	Na	享受到	VJ
random	消失	VA	瓶子	Na
random	悉皆	D	書脊	Na
random	物質	Na	東西	Ncd
random	略	Na	白雲	Na
random	有時候	D	門檻	Na
random	假	VH	碗底	Na
random	水壺	Na	負債	VJ
random	諸多	Neqa	東南	Ncd
random	鵝毛	Na	新興	A
random	雲朵	Na	錢包	Na
random	偏	D	橡樹	Na
random	上海	Nc	母豬	Na
random	威脅到	VC	計	Na
random	線頭	Na	越	Nc
random	原因	Na	亮	VH
random	厲鬼	Na	肩	Na
random	掃瞄器	Na	濃	VH
random	槍	Na	零	Neu
random	甲板	Na	派員	VF
random	合同	Na	絕大部分	Neqa
random	松樹	Na	種	Na
random	今天	Nd	探親	VA
random	奏	Na	麻繩	Na
random	象	Na	米尺	Na
random	丈夫	Na	月底	Nd
random	狼	Na	想起	VE
random	早	Nd	搭配	VC
random	遜	VH	食物	Na
random	出去	VA	山腳	Nc
random	譬如	P	中心	Nc
random	體能	Na	玉壺	Na
random	冰雪花	Na	翅	Na
random	差不多	D	老馬	Na
random	入	VCL	乾	Nb
random	新興	A	乒乓球	Na
random	新光	Nc	設計	Na
random	水田	Na	縫衣針	Na
random	良	VH	右鍵	Na
random	釣魚	VA	江蘇	Nc
random	暴	VA	句	Nf
random	天主教	Nb	化石	Na
random	化成	VG	玉壺	Na
random	老實說	Dk	花貓	Na
random	劇場	Nc	煤	Na
random	健康	Na	寫下來	VB
random	鴿子	Na	株	Nf
random	死掉	VH	電影	Na
random	野牛	Na	山腳	Nc
random	糞	Na	柳	Nb
random	答覆	Na	田壟	Na
random	實體	Na	中古	Nd
random	鋼	Na	紙傘	Na
random	受	VJ	數	Na
random	醜	VH	狂喜	VH
random	種	Na	國立	A
random	冰雪花	Na	川	Nc
random	暖水壺	Na	圳	Nc
random	油畫筆	Na	船槳	Na
random	雙刃劍	Na	旅	VCL
random	辛酸	VH	腰鼓	Na
random	豬籠草	Na	好朋友	Na
random	幹嘛	D	軀幹	Na
random	關切	VJ	叫	VE
random	道德	Na	墮胎	VB
random	以外	Ng	曇花	Na
random	特質	Na	研究所	Nc
random	梅樹	Na	空	Na
random	跳板	Na	想起	VE
random	領先	VJ	回憶	Na
random	跟	Na	勉	VC
random	老	VH	關於	P
random	氾濫草原	Na	德國人	Na
random	順道	D	翠	VH
random	氣管	Na	擊	VC
random	調查員	Na	認帳	VA
random	電影	Na	赤字	Na
random	減低	VH	金	Na
random	劍	Na	婦女運動	Na
random	腳趾	Na	捨不得	VL
random	無意	VL	塔簷	Na
random	良好	VH	氣	VK
random	橢圓	Na	贊助	VD
random	不到	VJ	句	Nf
random	威脅	VC	冥冥之中	Nd
random	騙	VC	妻子	Na
random	紙傘	Na	木柄	Na
random	賽前	Nd	塔頂	Na
random	團體	Na	良性	A
random	有時	D	例如	P
random	進口	A	比不上	VJ
random	蕉	Na	對流雨	Na
random	鴉	A	想到	VC
random	百合	Na	河南	Nc
random	非洲象	Na	苦惱	VH
random	橡皮糖	Na	野豬	Na
random	聘請	VF	更有甚者	Dk
random	垃圾	Na	稻	Na
random	衰	VH	聽任	VL
random	小雨	Na	碟子	Na
random	聘請	VF	周知	VI
random	鐵鍁	Na	小腿	Na
random	農村	Na	旅行	VA
random	不單	Cbb	流域	Na
random	知覺	Na	角色	Na
random	下降	VA	封	VG
random	杯	Na	金屬管	Na
random	兼職	A	不捨	VH
random	能力	Na	有鑑於	Cbb
random	臺北縣	Nc	氣憤	VH
random	便是	VG	北京	Nc
random	骨骼	Na	火雞	Na
random	污	VH	鉛筆	Na
random	少	VH	見	VE
random	哪裡	Ncd	今	Nd
random	一併	D	水鹿	Na
random	帶	VC	文建會	Nb
random	柳	Nb	針葉林	Na
random	台大	Nc	寧	Nc
random	用得著	VL	望	Na
random	表示	VE	國王	Na
random	微生物	Na	美元	Na
random	唐	Nd	蝴蝶	Na
random	瓷	Na	棍	Na
random	失	VJ	滴	Nf
random	鳳凰	Na	弟兄	Na
random	河	Na	牧草	Na
random	壁	Nb	說出來	VB
random	騙	VC	公分	Nf
random	儘量	D	雙子座	Nb
random	太陽	Na	梯	Na
random	圓形	Na	鹿角	Na
random	離	Nb	位置	Na
random	壺	Na	非洲象	Na
random	象	Na	剎那間	Nd
random	重要	VH	不經意	D
random	鳥窩	Na	歷史	Na
random	預	VC	貓頭鷹	Na
random	調	VC	促成	VK
random	洩	VC	樂	Na
random	立	VA	山脊	Na
random	公斤	Nf	狗尾巴草	Na
random	繩	Na	毋	VJ
random	浪	Na	港	Nc
random	器皿	Na	虎	Na
random	鍋子	Na	老鷹	Na
random	牽掛	VJ	亞熱帶	Nc
random	面	Na	何為	D
random	買進	VC	皮	Na
random	倒	D	毛毛雨	Na
random	弟	Na	足球	Na
random	外貌	Na	加油	VB
random	犛牛	Na	黃河	Nc
random	鏟子	Na	何以	D
random	月初	Nd	賺	VC
random	南極	Nc	球膽	Na
random	泥鰍	Na	何以	D
random	向日葵	Na	敍	Nc
random	絲線	Na	梅子	Na
random	秒	Nf	焦躁	VH
random	後代	Na	足球	Na
random	財政部	Na	氣憤	VH
random	灰	VH	奏	Na
random	知識	Na	同志	Na
random	臺北市	Nc	回憶	Na
random	身後	Nd	皮包	Na
random	鎖芯	Na	次生林	Na
random	安	Nv	內流河	Na
random	圓圈	Na	小雞	Na
random	減少	VA	條約	Na
random	急	VH	禽	Na
random	鋼絲床	Na	翅膀	Na
random	作為	VG	花蕊	Na
random	失	VJ	因何	D
random	週末	Nd	鴨子	Na
random	兔子	Na	紫外線	Na
random	亦即	VG	液體	Na
random	塔尖	Na	銅鎖	Na
random	幫忙	VC	儘管	Cbb
random	還不如	VJ	右鍵	Na
random	雕	Na	經費	Na
random	山坡	Na	陽春麵	Na
random	懊惱	VH	槍柄	Na
random	田壟	Na	是否	D
random	咸	Nb	遊樂區	Nc
random	驚駭	VH	臉頰	Na
random	禍	VHC	月季	Na
random	投資	Na	牛郎	Na
random	寂寥	VH	種子	Na
random	女子	Na	足跡	Na
random	非正式	VH	服飾	Na
random	東南	Ncd	有點	Dfa
random	火焰	Na	洗衣服	VA
random	西南	Ncd	電氣	Na
random	生存	VH	烏雞	Na
random	小孩	Na	午後	Nd
random	幕	Nf	非洲	Nc
random	西方	Nc	貝	Na
random	最少	VH	施捨	VD
random	鹹	VH	渾	VH
random	大伙兒	Nh	哀戚	VH
random	調羹	Na	蛇皮	Na
random	鬼魂	Na	今年	Nd
random	韓國	Nc	多達	VJ
random	併發症	Na	花貓	Na
random	母	Na	陽	Na
random	靠	VJ	等同於	VG
random	搞不好	D	水牛	Na
random	閻王	Nb	光電	Na
random	收	VC	佐料	Na
random	少爺	Na	毛毛雨	Na
random	面部	Na	勝	VD
random	伯仲	Nh	智	Na
random	性質	Na	傳道	VB
random	觀音	Nb	才藝	Na
random	嫩	VH	公頃	Nf
random	世紀	Na	模	Na
random	寬	VH	大刀	Na
random	茶	Na	公里	Nf
random	有	V_2	嶄新	VH
random	直徑	Na	尼泊爾	Nc
random	土	Na	戀	VJ
random	技	Na	玻璃瓶	Na
random	閒	VH	飲用水	Na
random	沒	VJ	案底	Na
random	電腦	Na	小腿	Na
random	提早	VL	政府	Na
random	苔原	Na	下跪	VB
random	眷戀	VJ	巴西	Nc
random	海浪	Na	線	Na
random	遊	VCL	情誼	Na
random	花園	Nc	浮游	Nv
random	以后	Nd	爹	Na
random	品	Na	全部	Neqa
random	秤	VC	木棉	Na
random	幫	VC	豹子	Na
random	跳板	Na	贈	VD
random	陸棲生物	Na	認清	VK
random	糖	Na	嫌憎	VH
random	知覺	Na	巴西	Nc
random	史達林	Nb	耳朵	Na
random	粒	Nf	梅花	Na
random	東德	Nc	村莊	Nc
random	遊	VCL	小兩口兒	Nh
random	臺	Nc	大都	D
random	最多	VH	人行道	Na
random	啖	VC	術	Na
random	兄	Na	鱗	Na
random	就	D	伯仲	Nh
random	將軍	Na	木釘	Na
random	投	VC	心花怒放	VH
random	銅鎖	Na	地球	Na
random	持有	VJ	小刀	Na
random	趙	Nb	四川省	Nc
random	弩箭	Na	組	Nf
random	健	VH	赤紅	Na
random	內流河	Na	木門	Na
random	頭部	Na	加	VC
random	僅僅	Da	育	VC
random	火雞	Na	野雞	Na
random	蹄子	Na	龍頭	Na
random	外套	Na	熱	VHC
random	焦灼	VH	鹹水湖	Na
random	佛	Nb	政府	Na
random	白酒	Na	躲貓貓	Na
random	提到	VK	享受	VJ
random	豐	VH	樸刀	Na
random	稱呼	VG	光電	Na
random	上學	VA	衛	Na
random	大自然	Nc	菊花	Na
random	數	Na	燕	Nb
random	鋼尺	Na	木桶	Na
random	母親	Na	珠	Na
random	冷場	VH	聘	VF
random	那	Ncd	有鑑於	Cbb
random	粘膜	Na	烏雞	Na
random	覺	VK	銅	Na
random	灰熊	Na	鋼纜	Na
random	台北市	Nc	煤	Na
random	船	Na	月季	Na
random	魔	Na	午后	Nd
random	悲苦	VH	公牛	Na
random	缸	Na	供	Na
random	書	Na	種	Na
random	氣體	Na	灰鯨	Na
random	說出來	VB	開口	VA
random	個	Na	抽	VC
random	懊惱	VH	掃瞄器	Na
random	河流	Na	開	VC
random	爪	Na	贊助	VD
random	士	Na	祝	VE
random	湯匙	Na	觸怒	VC
random	高於	VJ	天皇	Na
random	秤	VC	政府	Na
random	牟	VC	館	Nc
random	乘	VC	藍鯨	Na
random	警官	Na	答	VC
random	毋	VJ	劈	VC
random	有點	Dfa	用途	Na
random	標誌	Na	遠	VH
random	梨子	Na	實	VH
random	君主	Na	財務	Na
random	鄭	Nb	總務處	Nc
random	大幅度	A	球心	Na
random	嫩	VH	跟不上	VJ
random	店	Nc	現金	Na
random	繁	Na	勺	Na
random	一般而言	Dk	心急如焚	VH
random	牡丹	Na	傳媒	Na
random	些許	Neqa	恒星	Na
random	垂釣	VA	華人	Na
random	進口	A	臭	VH
random	位置	Nc	玻璃門	Na
random	流域	Na	豬肉	Na
random	網眼	Na	肇始	VI
random	嫻熟	VJ	粘膜	Na
random	耳朵	Na	昨天	Nd
