relation	word1	word2
holonym	筆芯	筆
holonym	筆桿	筆
synonym	畫	圖畫
hypernym	油畫	畫
hypernym	國畫	畫
hypernym	水彩畫	畫
hypernym	花鳥畫	畫
hypernym	山水畫	畫
hypernym	鉛筆畫	畫
hypernym	畫	藝術品
hypernym	畫	作品
hypernym	畫	創作物
holonym	畫紙	畫
synonym	豬	彘
hypernym	野豬	豬
hypernym	公豬	豬
hypernym	母豬	豬
hypernym	豪豬	豬
hypernym	豬	家畜
holonym	豬頭	豬
holonym	耳朵	豬
holonym	豬蹄	豬
hypernym	平底鍋	鍋
hypernym	鋁鍋	鍋
hypernym	鐵鍋	鍋
hypernym	砂鍋	鍋
hypernym	電鍋	鍋
hypernym	鍋	廚具
holonym	蓋	鍋
holonym	底	鍋
holonym	把手	鍋
hypernym	地形雨	雨
hypernym	對流雨	雨
hypernym	毛毛雨	雨
hypernym	鋒面雨	雨
hypernym	小雨	雨
hypernym	大雨	雨
hypernym	雨	天氣
holonym	雨滴	雨
synonym	河	江
synonym	河	河流
hypernym	黃河	河
hypernym	內流河	河
hypernym	長江	河
hypernym	外流河	河
hypernym	小河	河
hypernym	河	地形
hypernym	河	水流
holonym	河水	河
holonym	河底	河
holonym	河堤	河
holonym	河岸	河
holonym	河床	河
synonym	路	道
hypernym	鐵路	路
hypernym	航線	路
hypernym	公路	路
hypernym	旱路	路
hypernym	水路	路
hypernym	山路	路
hypernym	柏油路	路
hypernym	路	建築物
holonym	路牙	路
holonym	路基	路
holonym	路面	路
hypernym	綿羊	羊
hypernym	山羊	羊
hypernym	羊	家畜
hypernym	羊	動物
holonym	羊毛	羊
holonym	角	羊
synonym	蝦	魚
hypernym	草蝦	蝦
hypernym	龍蝦	蝦
hypernym	對蝦	蝦
hypernym	蝦	水產
hypernym	蝦	動物
hypernym	蝦	食物
hypernym	蝦	水產品
holonym	觸角	蝦
holonym	須	蝦
hypernym	眼鏡蛇	蛇
hypernym	毒蛇	蛇
hypernym	響尾蛇	蛇
hypernym	蟒蛇	蛇
holonym	鱗片	蛇
holonym	頭	蛇
holonym	尾巴	蛇
holonym	蛇皮	蛇
synonym	雪	冰雪花
hypernym	小雪	雪
hypernym	大雪	雪
hypernym	雪	天氣
synonym	星	星星
hypernym	月亮	星
hypernym	木星	星
hypernym	行星	星
hypernym	啟明星	星
hypernym	太陽	星
hypernym	金星	星
hypernym	恒星	星
hypernym	星	天體
hypernym	單室胃	胃
hypernym	胃	器官
hypernym	胃	身體
holonym	粘膜	胃
synonym	劍	戟
hypernym	雙刃劍	劍
hypernym	短劍	劍
hypernym	寶劍	劍
hypernym	木劍	劍
hypernym	劍	兵器
hypernym	劍	武器
holonym	劍鞘	劍
holonym	劍把	劍
holonym	劍柄	劍
hypernym	尿壺	壺
hypernym	鋁壺	壺
hypernym	暖水壺	壺
hypernym	茶壺	壺
hypernym	瓷壺	壺
hypernym	玉壺	壺
hypernym	水壺	壺
hypernym	壺	物品
hypernym	壺	器皿
hypernym	壺	器具
holonym	壺蓋	壺
synonym	線	繩
hypernym	電線	線
hypernym	毛線	線
hypernym	絲線	線
hypernym	線	工具
holonym	線頭	線
synonym	塔	樓
synonym	塔	浮屠
hypernym	佛塔	塔
hypernym	木塔	塔
hypernym	石塔	塔
hypernym	鐵塔	塔
hypernym	水塔	塔
hypernym	塔	建築物
holonym	塔基	塔
holonym	塔頂	塔
holonym	斗拱	塔
holonym	塔簷	塔
holonym	塔尖	塔
holonym	塔身	塔
synonym	樹	森林
synonym	樹	樹木
hypernym	橡樹	樹
hypernym	柏樹	樹
hypernym	柳樹	樹
hypernym	松樹	樹
hypernym	榆樹	樹
hypernym	木棉	樹
hypernym	楊樹	樹
hypernym	樹	植物
holonym	樹根	樹
holonym	樹幹	樹
holonym	樹葉	樹
hypernym	雨傘	傘
hypernym	紙傘	傘
hypernym	傘	日用品
holonym	傘骨	傘
holonym	傘蓋	傘
holonym	傘柄	傘
hypernym	河水	水
hypernym	海水	水
hypernym	飲用水	水
hypernym	純淨水	水
hypernym	湖水	水
hypernym	水	無機物
hypernym	水	液體
holonym	氧離子	水
holonym	氫離子	水
synonym	浪	水花
synonym	浪	浪花
synonym	浪	海浪
hypernym	巨浪	浪
hypernym	大浪	浪
hypernym	鹽井	井
hypernym	水井	井
hypernym	機井	井
hypernym	油井	井
synonym	鯨	鯨魚
hypernym	須鯨	鯨
hypernym	灰鯨	鯨
hypernym	抹香鯨	鯨
hypernym	藍鯨	鯨
hypernym	鯨	動物
holonym	鰭	鯨
synonym	酒	杜康
hypernym	茅臺	酒
hypernym	葡萄酒	酒
hypernym	白酒	酒
hypernym	米酒	酒
hypernym	五糧液	酒
hypernym	藥酒	酒
hypernym	酒	飲料
hypernym	酒	飲品
holonym	酒精	酒
synonym	狼	豺
antonym	狼	羊
hypernym	灰狼	狼
hypernym	狼	動物
holonym	狼皮	狼
holonym	毛	狼
hypernym	繩結	結
hypernym	領結	結
hypernym	蝴蝶結	結
synonym	方塊	方框
synonym	方塊	方形
antonym	方塊	圓形
hypernym	方塊	形狀
synonym	骨頭	骨骼
synonym	骨頭	骨
hypernym	頭骨	骨頭
hypernym	椎骨	骨頭
hypernym	脊柱	骨頭
hypernym	腿骨	骨頭
hypernym	肩胛骨	骨頭
holonym	骨頭	身體
holonym	骨質	骨頭
holonym	骨膜	骨頭
holonym	骨髓	骨頭
synonym	瓶子	瓶
hypernym	玻璃瓶	瓶子
hypernym	奶瓶	瓶子
hypernym	水瓶	瓶子
hypernym	酒瓶	瓶子
hypernym	塑膠瓶	瓶子
hypernym	藥瓶	瓶子
hypernym	瓶子	器皿
hypernym	瓶子	容器
holonym	蓋	瓶子
hypernym	冰	水
synonym	國王	君主
synonym	國王	皇帝
hypernym	女王	國王
hypernym	天皇	國王
hypernym	國王	身份
hypernym	國王	人
hypernym	國王	統治者
synonym	豹子	豹
hypernym	獵豹	豹子
hypernym	金錢豹	豹子
hypernym	豹子	動物
holonym	腿	豹子
holonym	頭	豹子
holonym	尾巴	豹子
holonym	軀幹	豹子
holonym	滑鼠	電腦
holonym	右鍵	滑鼠
holonym	左鍵	滑鼠
holonym	滑輪	滑鼠
holonym	按鍵	滑鼠
hypernym	鐵釘	釘子
hypernym	木釘	釘子
hypernym	鋼釘	釘子
hypernym	圖釘	釘子
hypernym	釘子	日用品
hypernym	釘子	工具
antonym	麵條	湯
hypernym	陽春麵	麵條
hypernym	擔擔麵	麵條
hypernym	拉麵	麵條
hypernym	小面	麵條
hypernym	掛麵	麵條
hypernym	手擀面	麵條
hypernym	麵條	麵食
hypernym	麵條	食物
synonym	爪子	爪
synonym	爪子	蹄子
hypernym	雞爪	爪子
hypernym	爪子	器官
holonym	爪子	腳
holonym	爪子	身體
synonym	水管	管道
hypernym	塑膠管	水管
hypernym	金屬管	水管
hypernym	水管	工業品
hypernym	水管	管道
hypernym	水管	管子
holonym	水管	建築物
holonym	管壁	水管
holonym	介面	水管
hypernym	鋼纜	繩子
hypernym	跳繩	繩子
hypernym	麻繩	繩子
hypernym	鋼絲繩	繩子
hypernym	繩子	生活品
hypernym	繩子	日用品
hypernym	繩子	工具
synonym	尺子	直尺
hypernym	直尺	尺子
hypernym	米尺	尺子
hypernym	鋼尺	尺子
hypernym	尺子	文具
hypernym	尺子	工具
holonym	刻度值	尺子
synonym	鏟子	鐵鍁
antonym	鏟子	鋤頭
hypernym	鍋鏟	鏟子
hypernym	塑膠鏟	鏟子
hypernym	鐵鏟	鏟子
hypernym	工兵鏟	鏟子
hypernym	鏟子	日用品
hypernym	鏟子	工具
holonym	把手	鏟子
holonym	手柄	鏟子
holonym	木柄	鏟子
random	臉頰	花瓣
random	差	有利於
random	二	攤子
random	開始	北區
random	而後	對於
random	大自然	鐵塔
random	之後	水壩
random	捨	升
random	狀況	受限於
random	表示	在乎
random	獅子座	骨質
random	幫	路
random	禁不起	吟
random	四肢	窄
random	種	柴
random	巴	感
random	上山	公告週知
random	指紋	幢
random	姐	外傳
random	注	外流河
random	彈夾	火鍋
random	率	珠
random	素材	嚴峻
random	悉尼	震
random	弘	麻雀
random	壺蓋	烏雞
random	打	課本
random	減少	緩
random	浸	水井
random	美	底
random	秦王	焦躁
random	藝術家	郎
random	實	科學
random	惡性	媽呀
random	財務	科學
random	多多	氫離子
random	那兒	如
random	不	月亮
random	年	玉壺
random	熊	牽牛花
random	當作	向日葵
random	翠	瓷壺
random	媽媽	密
random	回想	眉毛
random	瓷	如坐針氈
random	弧	花蕾
random	輪	有機體
random	矮	勸告
random	精	研究所
random	換成	直徑
random	換言之	知識
random	談起	差不多
random	貴	尼泊爾
random	一點點	井
random	然而	今年
random	利益	德
random	雜貨店	小草
random	餐具	合同
random	黑	倫敦
random	金錢	職業學生
random	中國式	促成
random	鋁鍋	負債
random	機械	鍋鏟
random	鋒面雨	架子鼓
random	禮聘	凌
random	藝術家	兔子
random	圓形	所
random	小姐	蛋糕
random	婚前	憤慨
random	不便	身分證
random	普通	柏油路
random	巴西	慈
random	好些	西德
random	曹	記錄片
random	碗底	出自
random	鮮花	東亞
random	台北縣	健康
random	漂	碧
random	證	紀錄片
random	翠	意想不到
random	雞翅	皮
random	行	介面
random	哀愁	痛惡
random	況	鼻
random	毛	虛
random	旱路	惱火
random	來不及	祇要
random	何況	交通犬
random	方向	銳
random	傷痛	趴
random	百合	漁船
random	兒	反感
random	左心房	然
random	民	鵝毛
random	無意	腿腕
random	落後	頭
random	股	當時
random	排球	外套
random	儘量	上
random	南極	慕尼黑
random	效	提前
random	剝	楊樹
random	台北縣	折服
random	道德	眼睛
random	狗	頭骨
random	道德	延平郡王
random	旅	呼
random	無機物	嫩
random	胸部	煩惱
random	四川	公牛
random	危	挫
random	畝	碗底
random	漏出	珠
random	遼	紅糖
random	教授	禮拜
random	期刊	藍
random	生	鐵門
random	消失	婆
random	學期	制服
random	朱紅	烏雲
random	送客	花貓
random	午前	狸貓
random	不消說	世紀
random	祇要	里
random	針尖	東北
random	鋤頭	柏樹
random	氣不過	烽
random	名將	引以為鑑
random	生產力	招致
random	毛線	悲憤
random	通訊	品
random	冥冥之中	英
random	刀魚	嘴脣
random	塑膠鏟	腳趾
random	享有	門栓
random	立	回想
random	這裏	那兒
random	鼓槌	中式
random	姐妹	掃瞄器
random	京	山洞
random	基本	設
random	評	西北
random	震	想不到
random	柏樹	小雪
random	人	腿腕
random	駒	山脊
random	耍	木柵
random	地理學	怨
random	嗚呼	擅長
random	傳道	鬍鬚
random	今	佩
random	黃河	梗
random	主	幼時
random	衛	心房
random	女兒	扳機
random	法則	垂釣
random	書脊	熱帶
random	錢	悵然
random	生存	錢財
random	倒	骨
random	略	賣方
random	飾品	船艙
random	賦與	源於
random	子	躺
random	孔明	血小板
random	美	聘任
random	和	鴨子
random	大學	不見得
random	享受到	老鷹
random	身體	勃
random	罐頭	奶糖
random	家禽	推
random	糖果	城
random	說不定	廚房
random	頭頂	怨恨
random	減低	冥冥之中
random	公雞	喪
random	蒙古	民
random	鍋	予以
random	陋	宮
random	況且	土壤
random	有鑑於	後方
random	譬如	簽約
random	勺	滑輪
random	冥冥之中	名牌
random	船舶	以至
random	基督	鎖孔
random	醉	寧
random	移動	墮胎
random	賺	惱怒
random	下臺	次
random	廣播	皖
random	升級	情誼
random	簽約	瓷
random	乘坐	按鍵
random	吞下去	槍托
random	木棉	地面
random	發送	放出來
random	國家	尺子
random	方	有心人士
random	空中	不屑一顧
random	須	擊
random	抽象	訂購
random	糞	水產
random	躁鬱	法國人
random	這邊	祝
random	勃	吟
random	俄羅斯	茂
random	胃	木棉
random	盡量	辛酸
random	城池	哀哉
random	秦王	厚
random	下	警局
random	繩	階級
random	酒瓶	樹葉
random	麵食	蒙古
random	如坐針氈	山脊
random	暴	教室
random	胸部	叫作
random	機關	以後
random	些	老馬
random	藥酒	趴
random	玉壺	瓷
random	伯仲	方塊
random	相比	北京
random	需要	有機體
random	銀針	本錢
random	延期	茶壺
random	中央	那麼
random	統一	末
random	棋	野牛
random	不需	褲子
random	頓時	可
random	洩	絲
random	二胡	菜刀
random	鱸魚	院門
random	登臺	盹
random	有鑑於	秦王
random	接觸	門扇
random	麻	偏
random	弛	叫作
random	很多	爸爸
random	牆	長榮
random	上臺	依賴
random	大腿	鋒面雨
random	床	不要
random	訂購	圳
random	更何況	後現代
random	省	封面
random	獵	大自然
random	決賽	天蠍座
random	星星	壹
random	蒙古馬	甲
random	箋	上臺
random	洩	憎惡
random	玻璃瓶	越
random	動詞	橋墩
random	上升	顏色
random	部	底
random	為何	塑膠瓶
random	傳真	鍋子
random	不過	侵蝕山
random	賦與	教室
random	汝等	勇
random	指紋	鴨梨
random	橋孔	雞冠
random	保	須鯨
random	提及	雲朵
random	禮	花瓣
random	圓形	師範
random	廚具	己
random	照說	田
random	天主教	飲用水
random	頁	惱怒
random	禁不起	麋鹿
random	準決賽	寒帶
random	排放到	積雲
random	馬尾	清楚
random	杭	桂
random	消失	領
random	婚後	轉為
random	禪宗	湘
random	捨	東南
random	上升	鬼魂
random	背	有點兒
random	松樹	盒子
random	放任	敍
random	桃	技
random	樂隊	昆蟲
random	杜康	大部分
random	浪花	磨
random	水壩	波音
random	花萼	肉牛
random	睹	野牛
random	那邊	鴿子
random	天秤座	符
random	這麼樣	一塊兒
random	頌	辛酸
random	要不然	健康
random	臺南	乞
random	志	光
random	明星	夾道
random	神獸	爺
random	睹	熟
random	況	窄
random	小我	奶糖
random	如	餓死鬼
random	落後	促使
random	語言	禽
random	不過	扉頁
random	鴕鳥	海水
random	農村	普通
random	槍管	鵜
random	任由	小腿
random	家畜	基于
random	軍隊	盆地
random	可能	氾濫草原
random	紀錄	公路
random	男人	相同
random	醉	脊椎
random	晨間	甚
random	隨	雞翅
random	結果	傳真
random	里	遊行
random	煩惱	陸棲生物
random	湖	組合成
random	眼鏡蛇	便利
random	不能	時
random	捨	區
random	烏雞	論述
random	江蘇	不屑一顧
random	高	長成
random	肇致	山脊
random	午間	氣惱
random	美	鬍鬚
random	唯有	柚
random	沙漠	佩
random	心酸	剪紙
random	陽	派
random	汽	人行道
random	忐忑不安	最近
random	要不是	驢肉
random	鴕鳥	簣
random	立	裕隆
random	招	坊間
random	橡皮糖	溫帶草原
random	考	愁苦
random	可能	認清
random	狗尾巴草	非洲
random	石門	悲切
random	鄭	麻雀
random	基督教	他倆
random	豬蹄	寶劍
random	書籍	植物
random	知覺	麻繩
random	賀	啟
random	鹿	氣憤
random	內部	朱紅
random	電腦	善
random	長榮	海水
random	集	引以為鑑
random	袋子	注意力
random	死掉	全部
random	勺子	打瞌睡
random	豬	印刷紙
random	室	壁
random	濃	想起
random	董事會	右心房
random	禍	幹什麼
random	反映	金屬門
random	心花怒放	怨
random	回	打招呼
random	期望	點點
random	男人	柏樹
random	可能性	等同
random	以致於	上海
random	對流雨	搖
random	汙	不加
random	圓圈	狀態
random	皇	山羊
random	副	蒜
random	江蘇	蕭
random	加上	油船
random	周知	乃至
random	祕	遊客
random	碗壁	官員
random	面目	儘管
random	澳	好兄弟
random	冊	斗
random	相	迷
random	低溫	首飾
random	此	芝加哥
random	冰球	指紋
random	嘴	半身
random	橡皮糖	安親班
random	屁股	濃
random	特地	麋鹿
random	鎖芯	路基
random	真	雙刃劍
random	懊惱	慕尼黑
random	成員	不單
random	引得	當時
random	露	冷淡
random	針眼	沙國
random	天氣	幹嘛
random	承租	為啥
random	這樣	師院
random	爪	錯
random	可	手術刀
random	只有	茉莉
random	急急忙忙	莊稼
random	考慮到	驚駭
random	黃牛	葡萄糖
random	吸	橋墩
random	劣	確保
random	屋子	言語
random	旱田	浸泡
random	兵器	胡
random	實	老師
random	利益	鮮血
random	霜	蛋糕
random	看到	面頰
random	絕大多數	心花怒放
random	年	住宅
random	答應	寬
random	對於	水彩畫
random	之前	盒子
random	水管	鴨子
random	冷漠	憂憤
random	鐵塔	之間
random	山脈	放
random	山脈	無機物
random	火苗	筆芯
random	地面	白紙
random	玫瑰	基
random	趕得及	東南
random	延期	當時
random	帶	不只
random	石碗	音樂
random	神獸	國產
random	換言之	粘
random	刻度值	大蔥
random	黃花魚	玻璃碗
random	忙	小腿
random	左邊	安親班
random	招生	生產力
random	研究所	非洲象
random	要是	推
random	計	鎖芯
random	引以為鑑	牛肉
random	若是	木棉
random	項	期刊
random	利益	提
random	如此	光電
random	貸	升級
random	輪	轉成
random	茂	銀元
random	膈	紙幣
random	公立	斬
random	職業學生	尾巴
random	一樣	提前
random	足弓	不要
random	腰	脊椎動物
random	變為	蛋糕
random	調羹	浮躁
random	圍起來	梅花鹿
random	電信局	波音
random	持有	案底
random	淡水湖	畫家
random	趕不及	換句話說
random	勺	垃圾
random	丈夫	倫
random	小腿	煩悶
random	松獅	川
random	商品	兄弟
random	女兒	敦聘
random	軀幹	毛毛雨
random	需要	放任
random	打	娃
random	上昇	水瓶座
random	化為	那麼多
random	劇院	秒鐘
random	白細胞	難忘
random	道德	進去
random	土地	比不上
random	開	堆積山
random	水流	拉鎖
random	感受	差不多
random	運動	圓圈
random	浪花	本
random	老馬	珊瑚
random	事件	展示
random	打招呼	登陸
random	觸角	盡可能
random	買下	諸葛亮
random	勝	轉化為
random	撒	釣魚
random	麥克	臉
random	丹紅	灰熊
random	牡丹	略
random	道路	附贈
random	祇要	計
random	營	水彩畫
random	簡而言之	開
random	准	想要
random	如坐針氈	孫
random	盹	毒蛇
random	毛線	董事會
random	高中	電影院
random	帆船	只有
random	如此一來	管道
random	演出	蟳
random	大	憂傷
random	鋼絲床	掛號信
random	電影院	少
random	假	符
random	四季	明月
random	秩序	新生
random	顯示出	放出
random	近路	篇
random	中國式	窄
random	簡	勿
random	一般來說	煩悶
random	受制	捷徑
random	腹背	特徵
random	腳丫	弱
random	今天	顯示出
random	歌星	悲苦
random	血液	祇是
random	工具	大多數
random	利益	外傳
random	服	放
random	唯有	扇
random	窩	網
random	期刊	參考書
random	預	尺子
random	對象	舢板
random	塔	麻繩
random	注射器	詐騙
random	碧	鋼絲床
random	幹嘛	蟹
random	曝	草魚
random	河岸	公牛
random	農田	領
random	唐	肩
random	有鑑於	足弓
random	服飾	地形雨
random	換成	汽
random	丁	非洲象
random	梅花鹿	黑貓
random	一心	甚而
random	腳背	銳
random	惡性	床腿
random	舒服	思念
random	紀錄	門扇
random	習慣	歷史
random	以致	張三
random	延後	仁
random	胸	撲
random	忙	動詞
random	長庚	紀念堂
random	左邊	針葉林
random	協約	宮
random	冰球	會議
random	外傳	公豬
random	震	商
random	特地	韓
random	需要	奶瓶
random	水牛	技
random	夾心糖	歷史
random	梯田	章
random	頂	鑒於
random	增長	胸
random	訂購	嫌憎
random	斬	際
random	低聲	上台
random	調味料	死亡
random	合約	婚前
random	忙	氾濫草原
random	門鎖	導盲犬
random	消失	斃
random	摔	哈
random	忘	拉鎖
random	情誼	大碗
random	炊具	我的媽呀
random	木劍	小時
random	血液	祖父
random	鳳凰	曹
random	漏出	抱歉
random	叫	曇花
random	婚前	直徑
random	蛇皮	鋒面雨
random	魔	觸角
random	進口	首飾
random	費	戰鼓
random	中央	鮮
random	強	丁香
random	扉頁	小草
random	考試	啟明星
random	恍	誘使
random	熊	盜版
random	特地	調羹
random	樹根	雙刃劍
random	延	住宅
random	山巒	聘
random	這麼一來	魯
random	施捨	歲
random	全職	用到
random	副熱帶	財產
random	公司	延長
random	姐妹	歌手
random	登	牧草地
random	看到	現年
random	新	探親
random	打開	象鼻
random	下臺	假
random	世紀	駿馬
random	絲	淡水湖
random	水桶	小腿
random	擅於	狼
random	麻繩	竹橋
random	致使	雞胸
random	老實說	文建會
random	土	後現代主義
random	主	有心人士
random	四肢	位
random	脫	鱔魚
random	野豬	絲線
random	知覺	鱗片
random	皇帝	新
random	能力	以內
random	加入	曹
random	水中生物	苦澀
random	傷痛	地形雨
random	忽視	火焰
random	觸怒	旱路
random	許多	鼾聲
random	人頭	梅花鹿
random	鐵鍁	房屋
random	實	蘭
random	答應	下降
random	等同	屑
random	豐	嫌怨
random	容器	城池
random	不客氣	黃
random	嚴	目前
random	東南	波音
random	轉變為	河床
random	家畜	媽媽
random	益	知識
random	左邊	左鍵
random	水墨畫	儘管
random	管子	包子
random	措辭	警察
random	等同	賦
random	鄭	手掌
random	愛	啟明星
random	不祇	抹香鯨
random	歲	門鎖
random	幹嘛	巴
random	指引	失落
random	姿	後現代
random	濃	苦澀
random	合約	鋒面雨
random	處	大幅
random	捨不得	楊樹
random	樹皮	考試
random	水田	東西
random	可能性	木桶
random	言辭	梅花
random	友人	月亮
random	上山	剁
random	享受	陸棲生物
random	瞬	激憤
random	房	冷漠
random	手掌	盛怒
random	期望	痛心
random	河堤	歌星
random	翅膀	寂寥
random	輩	姓
random	放出	雞冠
random	有鑑於此	水路
random	術	禁止
random	三鐵	床腿
random	跟	佛教
random	晨間	歇
random	托兒所	發出
random	公里	門洞
random	幼時	身分證
random	升級	紫
random	諸多	擔擔麵
random	鹹	圖畫
random	拿	閒
random	潔	長久
random	冉	編成
random	哪	公分
random	街頭	小朋友
random	碗壁	繡花針
random	餓死鬼	那麼
random	不	鞠躬
random	骨骼	拉鎖
random	特別	漢
random	厭煩	故
random	悲愴	心酸
random	讚	便利
random	才藝	鬍鬚
random	上海	骨膜
random	廣	柳樹
random	遺留下	堆
random	難忘	草魚
random	辛	梯
random	特意	女王
random	符號	港
random	開放式	延平郡王
random	嫉妒	末
random	磚橋	鐵釘
random	教授	奶糖
random	忐忑不安	走向
random	實體	音樂
random	在意	倫敦
random	排球	藥瓶
random	覺	形容詞
random	痛恨	甘地
random	糞	聆
random	牡丹	水瓶
random	塔基	公分
random	贊助	米尺
random	些許	蓋
random	餐點	德國人
random	原因	馬尾
random	館	哈士奇
random	火焰	松樹
random	封底	送客
random	尤有甚者	核
random	窺	船槳
random	開放式	物
random	硬幣	丹
random	方	縫衣針
random	使得	吊床
random	享受到	昂
random	火	宮
random	表示	浪花
random	犬	壁
random	浸	跪下
random	大學生	叔
random	活生生	醫生
random	土地	鉛筆畫
random	若非	走向
random	嚴	哈士奇
random	著手	雨傘
random	污	封底
random	鱸魚	推進器
random	撞球	麻雀
random	表達	緊
random	追求	劇場
random	龍蝦	闊葉林
random	促使	說真的
random	果	白酒
random	身份	提前
random	區	鰭
random	鴉	館
random	圓心	少許
random	然則	憂憤
random	驚訝	金屬門
random	轉變為	銀針
random	派員	假
random	進去	鳥喙
random	田地	鴨子
random	表	空
random	爸	赤字
random	交通	要不然
random	甲板	見
random	農	村莊
random	死掉	藏獒
random	權利	米
random	說真的	貸
random	共同	信箱
random	球	阿拉伯數字
random	步	素
random	氣體	幼時
random	道德	提前
random	法則	猴
random	尾	梗
random	灰熊	領
random	清晨	集
random	打瞌睡	目前
random	世	奶糖
random	列出	象牙
random	高	柏油路
random	刀魚	零
random	地	勉
random	北極	花蕊
random	畫家	維多利亞
random	無生物	金牛座
random	寶	不祇
random	幫	少年
random	見解	公雞
random	忍不住	祝
random	二胡	不錯
random	草坪	單室胃
random	聘任	弩箭
random	准	一點兒
random	年頭	言辭
random	同志	符
random	鳴唱	同時
random	困難	宅
random	獎狀	玫瑰
random	大伙兒	買進
random	回想	準決賽
random	家禽	汽車
random	舒服	嘉年華
random	閣下	壯
random	頓時	曲
random	換句話說	麵
random	秤	蜀
random	悲鬱	後者
random	挨	送客
random	金錢豹	氣管
random	旅	帝
random	上去	仁
random	錨	禁止
random	飛機	眼
random	眉毛	碟子
random	位置	蒙古馬
random	遺留	男生
random	設計	潔
random	鹿	喜出望外
random	骨質	鮮
random	會議	擊
random	蛙	鮮
random	自然界	粘
random	易	畫
random	擊	小雪
random	離	開口
random	鳴叫	草魚
random	水果	自由
random	燕	東亞
random	斬	伸手
random	沙沙	搖
random	箭翎	派員
random	悽楚	茶
random	賽	竹
random	葡萄酒	梅花
random	派	葉
random	導因	印度洋
random	育	獎金
random	海獅	大學生
random	外科	糕
random	四川省	熊掌
random	承租	塔基
random	攝	上
random	海獅	反感
random	導因	報紙
random	嘉	後代
random	下台	招致
random	換言之	鴉
random	教授	用到
random	蛋	敦聘
random	鋼絲繩	盞
random	母雞	水筆
random	猴	純淨水
random	熟	弱
random	想	駿馬
random	新光	攤
random	火焰	魚肉
random	叟	木柄
random	款項	香
random	高中	紐約
random	熊爪子	甘地
random	白色恐怖	電
random	腳趾	研究
random	轉變為	義
random	樹木	調查員
random	大部分	史
random	房	蔣公
random	殼	梨子
random	槍柄	機關槍
random	綿羊	蟹
random	一般	山路
random	巴西	鳴唱
random	打下	不經意
random	關係	詐騙
random	短	此
random	長久	堆積山
random	主人	肉牛
random	新興	經費
random	受	字
random	鋼纜	劇院
random	架子鼓	禮品
random	石化燃料	廣州
random	不可	半身
random	寒帶	黑貓
random	美	買下來
random	一	照道理說
random	醒	彩筆
random	不祇	花蕾
random	習慣	鋼筆
random	金針	點兒
random	當時	電器
random	盜版	木床
random	美	何為
random	傳統	請問
random	恍	緣
random	劣	子孫
random	府	人家
random	獸	腰
random	孩	予以
random	朱紅	甚而
random	軟體	才能
random	現在	未來
random	父親	刻度值
random	禁不起	這麼樣
random	找出來	多達
random	夾道	長頸鹿
random	方形	仰賴
random	瞬	婦女運動
random	室	薑
random	山路	這一來
random	主	垢
random	自然	麻
random	王	致使
random	馴鹿	潔
random	減少	旱林
random	有利於	初賽
random	逢甲	鱔魚
random	外傳	閻王
random	開花	比如說
random	真實	聽任
random	情感	額頭
random	海獅	啖
random	矮	心室
random	麋	無機物
random	凌晨	氣體
random	當做	芝加哥
random	德國	新興
random	塑膠桶	世
random	棕熊	競賽
random	名將	水筆
random	爺爺	一心
random	腳後跟	海藻
random	鴨梨	課堂
random	孔雀草	悔恨
random	看見	株
random	骨膜	悔恨
random	舉止	水管
random	觀世音	教授
random	大氣	雨傘
random	鋤頭	家畜
random	禮聘	肩
random	六	烏雞
random	電子鎖	孔融
random	鄭	水果刀
random	生存	心
random	雲	刀鋒
random	父親	不啻
random	海魚	大學生
random	取	折服
random	畏	浸泡
random	刀刃	心酸
random	城池	身分證
random	遺留下	然
random	女王	那麼
random	反感	伊犁馬
random	落敗	總決賽
random	架子鼓	北平
random	山東	憤慨
random	圓形	鴨子
random	暖	延長
random	認帳	雜貨店
random	結為	以往
random	統治者	發出
random	兔	船錨
random	休	捉迷藏
random	說出來	寶
random	總務處	有幸
random	蟲	生出來
random	沉痛	習慣
random	衝鋒槍	便服
random	傳道	樹皮
random	設備	粒
random	批	釣魚
random	戀	誘使
random	摔	細菌
random	辜	首飾
random	持有	野雞
random	競賽	差不多
random	若是	滴
random	垢	死
random	浸	展示
random	花蕊	蛋糕
random	減輕	姊
random	龍	附贈
random	西南	圓心
random	冬	寶劍
random	狸貓	狙擊槍
random	購買	驢肉
random	丹紅	趴
random	簡	媽呀
random	幫	肺葉
random	研究所	烽
random	直接	叟
random	會員	帆船
random	光電	鮮血
random	鬼魂	後方
random	田地	土
random	移	生產力
random	惱怒	縮短
random	調查局	佛
random	牧草地	橢圓
random	特別	大雪
random	史	靜
random	朝代	享受到
random	禽	肇致
random	小腿	幢
random	無機物	四季
random	百合	民
random	離去	張三
random	文具	巨浪
random	東德	主人
random	深	辦法
random	肚子	上學
random	簣	地理
random	引致	日
random	諸多	逆
random	始	床
random	涼	款
random	近乎	藻類
random	購買	言語
random	爸爸	醒
random	一般而言	全心
random	剎那間	伊拉克
random	釋放	指紋鎖
random	鋼釘	路面
random	肇始	勺
random	士	嶄新
random	球膽	行星
random	野雞	廢料
random	縫衣針	葉
random	女	打氣
random	偶	激憤
random	譯成	女王
random	朱紅	杜鵑
random	回憶	禍
random	憂悶	塔尖
random	皖	鎖孔
random	窩	不然
random	畫家	藥酒
random	權	子孫
random	角色	搬
random	完	恒星
random	提升	一生
